Дата платежа;Сумма платежа;Дата покупки долга;Портфель;ClientID;Дата создания ClientID;UserID;Внутренняя служба;Дата закрепления;Дата открепления;Код получателя платежа
12.03.2021;0,06;03.04.2019;Портфель2;4525347;03.04.2019;8702;Отдел Сопровождения Исполнительных Производств;01.12.2020;30.08.2021;56
23.11.2020;3412,79;03.04.2019;Портфель3;4525355;03.04.2019;8066;Отдел взаимодействия;09.10.2020;10.03.2021;56
20.02.2021;140;03.04.2019;Портфель4;4525355;03.04.2019;8066;Отдел взаимодействия;09.10.2020;10.03.2021;56
20.02.2021;712,37;03.04.2019;Портфель5;4525355;03.04.2019;8066;Отдел взаимодействия;09.10.2020;10.03.2021;56
24.12.2021;13,61;03.04.2019;Портфель1;4525363;03.04.2019;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;56
24.12.2021;13,61;03.04.2019;Портфель2;4525363;03.04.2019;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;56
24.12.2021;618,34;03.04.2019;Портфель3;4525363;03.04.2019;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;56
16.11.2021;658,55;03.04.2019;Портфель4;4525363;03.04.2019;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;56
26.02.2020;7;03.04.2019;Портфель5;4525375;03.04.2019;8946;Отдел Сопровождения Исполнительных Производств;13.01.2020;02.03.2020;NULL
18.10.2023;0,1;03.04.2019;Портфель1;4525313;03.04.2019;14578;Отдел взаимодействия;16.10.2023;29.01.2024;56
29.04.2022;0,01;03.04.2019;Портфель2;4525379;03.04.2019;8413;Отдел Сопровождения Исполнительных Производств;13.09.2021;28.06.2022;56
04.09.2018;234,94;02.03.2016;Портфель3;1951601;07.09.2017;5022;ОПЗХ;19.12.2017;16.04.2019;NULL
30.10.2018;234,94;02.03.2016;Портфель4;1951601;07.09.2017;5022;ОПЗХ;19.12.2017;16.04.2019;20
18.05.2018;184,51;02.03.2016;Портфель5;1951601;07.09.2017;5022;ОПЗХ;19.12.2017;16.04.2019;NULL
26.02.2021;2,65;02.03.2016;Портфель1;1951601;07.09.2017;8934;Отдел Сопровождения Исполнительных Производств;10.11.2020;09.04.2021;20
26.02.2021;0,65;02.03.2016;Портфель2;1951601;07.09.2017;8934;Отдел Сопровождения Исполнительных Производств;10.11.2020;09.04.2021;20
23.11.2021;64,54;02.03.2016;Портфель3;1951601;07.09.2017;12503;Отдел Сопровождения Исполнительных Производств;13.04.2021;03.06.2022;20
23.11.2021;79,19;02.03.2016;Портфель4;1951601;07.09.2017;12503;Отдел Сопровождения Исполнительных Производств;13.04.2021;03.06.2022;20
23.11.2021;46,96;02.03.2016;Портфель5;1951601;07.09.2017;12503;Отдел Сопровождения Исполнительных Производств;13.04.2021;03.06.2022;20
23.11.2021;17,24;02.03.2016;Портфель1;1951601;07.09.2017;12503;Отдел Сопровождения Исполнительных Производств;13.04.2021;03.06.2022;20
25.12.2021;21,12;28.01.2014;Портфель2;1915645;14.08.2017;8066;Отдел взаимодействия;01.12.2021;28.03.2022;20
23.05.2019;4387,92;24.09.2013;Портфель3;1915659;14.08.2017;8066;Отдел взаимодействия;23.05.2019;04.09.2019;NULL
06.04.2020;2;24.09.2013;Портфель4;1915673;14.08.2017;9664;Досудебное взыскание задолженности;02.04.2020;05.08.2020;20
19.05.2023;1214,83;11.09.2013;Портфель5;1915677;14.08.2017;NULL;Отдел Сопровождения Исполнительных Производств;NULL;NULL;20
19.05.2023;5000;11.09.2013;Портфель1;1915677;14.08.2017;14499;Отдел Сопровождения Исполнительных Производств;20.04.2023;24.05.2023;20
19.05.2023;1050;11.09.2013;Портфель2;1915677;14.08.2017;14499;Отдел Сопровождения Исполнительных Производств;20.04.2023;24.05.2023;20
24.02.2021;3,8;04.02.2014;Портфель3;1915691;14.08.2017;8066;Отдел взаимодействия;26.11.2020;26.04.2021;20
19.05.2023;1319,21;11.09.2013;Портфель4;1915677;14.08.2017;14499;Отдел Сопровождения Исполнительных Производств;20.04.2023;24.05.2023;20
18.04.2022;899,33;10.10.2014;Портфель5;1918033;14.08.2017;13541;Отдел Сопровождения Исполнительных Производств;16.12.2021;09.01.2023;11
18.01.2023;1322,85;10.10.2014;Портфель1;1918033;14.08.2017;14499;Отдел Сопровождения Исполнительных Производств;09.01.2023;20.02.2023;11
19.12.2023;13,16;28.10.2014;Портфель2;1917987;14.08.2017;14499;Отдел Сопровождения Исполнительных Производств;03.05.2023;NULL;34
26.09.2018;281,505;21.01.2015;Портфель3;1918101;14.08.2017;5022;ОПЗХ;18.05.2018;05.03.2019;NULL
29.10.2018;281,505;21.01.2015;Портфель4;1918101;14.08.2017;5022;ОПЗХ;18.05.2018;05.03.2019;NULL
24.05.2019;12,18;02.03.2015;Портфель5;1918123;14.08.2017;4916;ОПЗХ;17.04.2019;16.07.2019;NULL
24.09.2021;14,69;02.03.2015;Портфель1;1918123;14.08.2017;12488;Отдел Сопровождения Исполнительных Производств;13.08.2021;17.01.2022;34
25.06.2020;702,66;16.03.2015;Портфель2;1918151;14.08.2017;8934;Отдел Сопровождения Исполнительных Производств;02.03.2020;20.05.2021;34
31.08.2020;1238,76;16.03.2015;Портфель3;1918151;14.08.2017;8934;Отдел Сопровождения Исполнительных Производств;02.03.2020;20.05.2021;66
26.11.2018;187,375;25.05.2015;Портфель4;1918155;14.08.2017;5022;ОПЗХ;14.11.2017;06.03.2019;35
26.11.2018;463,595;25.05.2015;Портфель5;1918155;14.08.2017;5022;ОПЗХ;14.11.2017;06.03.2019;35
06.06.2018;30,045;09.07.2015;Портфель1;1918221;14.08.2017;5022;ОПЗХ;09.11.2017;04.02.2019;NULL
05.10.2020;26;24.09.2013;Портфель2;1921687;22.08.2017;3241;ОПЗХ;09.09.2019;12.11.2021;20
30.10.2019;0,71;24.09.2013;Портфель3;1921687;22.08.2017;3241;ОПЗХ;09.09.2019;12.11.2021;NULL
28.10.2019;62;24.09.2013;Портфель4;1921687;22.08.2017;3241;ОПЗХ;09.09.2019;12.11.2021;NULL
28.10.2019;35;24.09.2013;Портфель5;1921687;22.08.2017;3241;ОПЗХ;09.09.2019;12.11.2021;NULL
03.02.2020;26;24.09.2013;Портфель1;1921687;22.08.2017;3241;ОПЗХ;09.09.2019;12.11.2021;NULL
16.04.2018;10,68;24.09.2013;Портфель2;1921723;22.08.2017;4047;ОПЗХ;14.03.2018;16.08.2018;NULL
13.02.2019;1518,605;24.09.2013;Портфель3;1921845;22.08.2017;5022;ОПЗХ;20.02.2018;25.02.2019;22
27.05.2019;196,75;24.09.2013;Портфель4;1921853;22.08.2017;7345;ОДВ-ДЗП;02.04.2019;04.09.2019;NULL
28.01.2022;4071,66;26.02.2014;Портфель5;1921919;22.08.2017;8066;Отдел взаимодействия;22.12.2021;16.01.2023;20
11.03.2020;60930,22;24.09.2013;Портфель1;1921901;22.08.2017;8553;Отдел Сопровождения Исполнительных Производств;02.03.2020;15.04.2020;20
16.06.2020;2843,05;21.11.2013;Портфель2;1922069;22.08.2017;8934;Отдел Сопровождения Исполнительных Производств;01.04.2020;20.05.2021;4
20.07.2020;2757,62;21.11.2013;Портфель3;1922069;22.08.2017;8934;Отдел Сопровождения Исполнительных Производств;01.04.2020;20.05.2021;4
11.12.2019;0,87;11.09.2013;Портфель4;1922103;22.08.2017;8272;Отдел Сопровождения Исполнительных Производств;29.11.2019;02.03.2020;NULL
13.12.2019;8879,61;11.09.2013;Портфель5;1922103;22.08.2017;8272;Отдел Сопровождения Исполнительных Производств;29.11.2019;02.03.2020;NULL
05.10.2020;125,17;24.09.2013;Портфель1;1922153;22.08.2017;8067;Отдел взаимодействия;22.09.2020;19.02.2021;20
24.09.2019;196,19;27.07.2015;Портфель2;2027073;08.10.2017;7343;ОДВ-ДЗП;09.09.2019;02.10.2019;NULL
24.09.2019;325,52;27.07.2015;Портфель3;2027073;08.10.2017;7343;ОДВ-ДЗП;09.09.2019;02.10.2019;NULL
24.09.2019;196,19;27.07.2015;Портфель4;2027073;08.10.2017;7343;ОДВ-ДЗП;09.09.2019;02.10.2019;NULL
24.09.2019;325,52;27.07.2015;Портфель5;2027073;08.10.2017;7343;ОДВ-ДЗП;09.09.2019;02.10.2019;NULL
27.04.2020;0,1;08.11.2017;Портфель1;2149215;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;02.03.2020;09.05.2020;20
29.04.2022;1346,83;08.11.2017;Портфель2;2149225;21.12.2017;12059;Отдел Сопровождения Исполнительных Производств;17.03.2022;06.05.2022;20
29.04.2022;1346,83;08.11.2017;Портфель3;2149225;21.12.2017;12059;Отдел Сопровождения Исполнительных Производств;17.03.2022;06.05.2022;20
01.12.2021;0,005;14.04.2014;Портфель4;2035533;12.10.2017;13105;Отдел Сопровождения Исполнительных Производств;31.08.2021;30.06.2022;11
09.07.2024;0,355;01.04.2014;Портфель5;2035543;12.10.2017;12059;Отдел Сопровождения Исполнительных Производств;05.06.2024;02.08.2024;11
26.10.2017;42,75;23.04.2014;Портфель1;2035549;12.10.2017;3346;ОПЗХ;12.10.2017;27.11.2018;NULL
26.10.2017;2310,25;23.04.2014;Портфель2;2035549;12.10.2017;3346;ОПЗХ;12.10.2017;27.11.2018;NULL
26.10.2017;517;23.04.2014;Портфель3;2035549;12.10.2017;3346;ОПЗХ;12.10.2017;27.11.2018;NULL
14.11.2018;98,75;25.06.2014;Портфель4;2035571;12.10.2017;3346;ОПЗХ;12.10.2017;27.11.2018;36
14.11.2018;199,05;25.06.2014;Портфель5;2035571;12.10.2017;3346;ОПЗХ;12.10.2017;27.11.2018;36
21.08.2020;10,5;10.02.2014;Портфель1;2035587;12.10.2017;8927;Отдел Сопровождения Исполнительных Производств;01.04.2020;10.11.2020;9
23.01.2018;0,015;13.08.2013;Портфель2;1922185;22.08.2017;4915;ОПЗХ;22.11.2017;30.01.2018;NULL
16.01.2019;1173,745;13.08.2013;Портфель3;1922185;22.08.2017;4916;ОПЗХ;03.09.2018;06.03.2019;30
13.11.2018;1365,58;13.08.2013;Портфель4;1922185;22.08.2017;4916;ОПЗХ;03.09.2018;06.03.2019;30
13.11.2018;407,985;13.08.2013;Портфель5;1922185;22.08.2017;4916;ОПЗХ;03.09.2018;06.03.2019;30
03.05.2018;664,21;24.09.2013;Портфель1;1922251;22.08.2017;2734;ОПЗХ;12.12.2017;20.09.2018;NULL
28.03.2024;94,21;24.09.2013;Портфель2;1922299;22.08.2017;NULL;Досудебное взыскание задолженности;NULL;NULL;36
09.06.2021;170,8;24.09.2013;Портфель3;1922301;22.08.2017;12342;Досудебное взыскание задолженности;19.03.2021;08.07.2022;7
11.07.2020;6706;09.09.2013;Портфель4;1922317;22.08.2017;8066;Отдел взаимодействия;09.09.2019;25.02.2021;21
14.11.2019;1530;09.09.2013;Портфель5;1922317;22.08.2017;8066;Отдел взаимодействия;09.09.2019;25.02.2021;NULL
08.06.2018;14,63;13.08.2013;Портфель1;1922347;22.08.2017;4916;ОПЗХ;23.03.2018;06.03.2019;NULL
15.11.2022;76,28;13.05.2019;Портфель2;5016929;13.05.2019;8422;Отдел Сопровождения Исполнительных Производств;01.11.2022;09.01.2023;7
09.11.2021;1551,23;13.05.2019;Портфель3;5017045;13.05.2019;8073;Отдел взаимодействия;26.10.2021;11.11.2021;7
11.03.2022;631,67;13.05.2019;Портфель4;5017017;13.05.2019;12714;Отдел Сопровождения Исполнительных Производств;13.09.2021;01.09.2022;7
14.10.2021;442,36;13.05.2019;Портфель5;5017017;13.05.2019;12714;Отдел Сопровождения Исполнительных Производств;13.09.2021;01.09.2022;7
30.12.2021;709,38;13.05.2019;Портфель1;5017017;13.05.2019;12714;Отдел Сопровождения Исполнительных Производств;13.09.2021;01.09.2022;7
02.07.2020;10,44;13.05.2019;Портфель2;5017033;13.05.2019;8066;Отдел взаимодействия;05.06.2020;18.08.2020;7
09.11.2022;262,44;13.05.2019;Портфель3;5017047;13.05.2019;9698;Отдел Сопровождения Исполнительных Производств;14.12.2020;30.01.2024;7
15.11.2023;45,62;13.05.2019;Портфель4;5017055;13.05.2019;14499;Отдел Сопровождения Исполнительных Производств;02.03.2023;NULL;7
12.07.2021;100;28.06.2019;Портфель5;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
12.02.2021;14,31;28.06.2019;Портфель1;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
09.11.2021;241;28.06.2019;Портфель2;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
07.07.2021;25;28.06.2019;Портфель3;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
12.07.2021;188;28.06.2019;Портфель4;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
07.07.2021;123;28.06.2019;Портфель5;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
29.01.2021;70;28.06.2019;Портфель1;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
29.01.2021;61;28.06.2019;Портфель2;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
09.11.2021;9;28.06.2019;Портфель3;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
24.01.2024;6176,99;28.06.2019;Портфель4;5318985;28.06.2019;14499;Отдел Сопровождения Исполнительных Производств;05.09.2023;NULL;7
24.01.2024;130,81;28.06.2019;Портфель5;5318985;28.06.2019;14499;Отдел Сопровождения Исполнительных Производств;05.09.2023;NULL;7
29.01.2021;70;28.06.2019;Портфель1;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
06.11.2021;387;28.06.2019;Портфель2;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
12.02.2021;2100;28.06.2019;Портфель3;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
18.08.2021;29;28.06.2019;Портфель4;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
12.07.2021;100;28.06.2019;Портфель5;5318975;28.06.2019;8066;Отдел взаимодействия;07.11.2020;07.04.2022;7
11.05.2022;88,25;28.06.2019;Портфель1;5318979;28.06.2019;11972;Отдел Сопровождения Исполнительных Производств;13.09.2021;01.11.2022;7
27.06.2022;111,5;28.06.2019;Портфель2;5318979;28.06.2019;11972;Отдел Сопровождения Исполнительных Производств;13.09.2021;01.11.2022;7
22.12.2020;17,41;28.06.2019;Портфель3;5318997;28.06.2019;8066;Отдел взаимодействия;16.12.2020;26.05.2021;7
23.07.2021;300;28.06.2019;Портфель4;5319007;28.06.2019;8066;Отдел взаимодействия;20.05.2021;27.08.2021;NULL
23.07.2021;300;28.06.2019;Портфель5;5319007;28.06.2019;8066;Отдел взаимодействия;20.05.2021;27.08.2021;7
25.02.2022;71,51;28.06.2019;Портфель1;5319009;28.06.2019;12687;Отдел Сопровождения Исполнительных Производств;12.10.2021;27.09.2022;7
03.03.2022;49,53;28.06.2019;Портфель2;5319009;28.06.2019;12687;Отдел Сопровождения Исполнительных Производств;12.10.2021;27.09.2022;7
25.02.2022;145,12;28.06.2019;Портфель3;5319009;28.06.2019;12687;Отдел Сопровождения Исполнительных Производств;12.10.2021;27.09.2022;7
01.04.2022;33,45;28.06.2019;Портфель4;5319009;28.06.2019;12687;Отдел Сопровождения Исполнительных Производств;12.10.2021;27.09.2022;7
21.09.2022;44,08;21.03.2019;Портфель5;4978863;21.03.2019;8413;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.01.2023;52
21.09.2022;28,4;21.03.2019;Портфель1;4978863;21.03.2019;8413;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.01.2023;52
21.09.2022;1200;21.03.2019;Портфель2;4978863;21.03.2019;8413;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.01.2023;52
07.07.2021;2698,44;21.03.2019;Портфель3;4978849;21.03.2019;9406;Отдел взаимодействия;11.06.2021;18.04.2024;52
04.08.2023;0,29;21.03.2019;Портфель4;4978957;21.03.2019;14499;Отдел Сопровождения Исполнительных Производств;05.07.2023;NULL;7
01.04.2021;6;13.05.2019;Портфель5;5012445;13.05.2019;8066;Отдел взаимодействия;26.08.2020;13.07.2021;NULL
01.04.2021;6;13.05.2019;Портфель1;5012445;13.05.2019;8066;Отдел взаимодействия;26.08.2020;13.07.2021;7
30.09.2020;0,43;13.05.2019;Портфель2;5012445;13.05.2019;8066;Отдел взаимодействия;26.08.2020;13.07.2021;7
05.03.2021;0,97;13.05.2019;Портфель3;5012445;13.05.2019;8066;Отдел взаимодействия;26.08.2020;13.07.2021;7
30.09.2020;13;13.05.2019;Портфель4;5012445;13.05.2019;8066;Отдел взаимодействия;26.08.2020;13.07.2021;7
12.11.2020;0,66;13.05.2019;Портфель5;5012445;13.05.2019;8066;Отдел взаимодействия;26.08.2020;13.07.2021;7
18.02.2021;3794,3;14.01.2019;Портфель1;4499131;03.04.2019;11638;Отдел взаимодействия;22.01.2021;21.04.2021;56
18.02.2021;68,8;14.01.2019;Портфель2;4499131;03.04.2019;11638;Отдел взаимодействия;22.01.2021;21.04.2021;56
01.11.2023;5000;17.10.2018;Портфель3;4499139;03.04.2019;14499;Отдел Сопровождения Исполнительных Производств;06.06.2023;14.11.2023;56
01.11.2023;9821,92;17.10.2018;Портфель4;4499139;03.04.2019;14499;Отдел Сопровождения Исполнительных Производств;06.06.2023;14.11.2023;56
21.03.2022;62,79;28.02.2019;Портфель5;4499147;03.04.2019;13610;Отдел Сопровождения Исполнительных Производств;10.01.2022;27.04.2022;56
16.11.2020;7848,65;02.11.2018;Портфель1;4499149;03.04.2019;8066;Отдел взаимодействия;28.10.2020;02.12.2020;56
09.12.2021;9,53;02.11.2018;Портфель2;4499149;03.04.2019;8066;Отдел взаимодействия;11.11.2021;10.02.2022;56
22.06.2021;28,15;02.11.2018;Портфель3;4499157;03.04.2019;8066;Отдел взаимодействия;18.06.2021;16.09.2021;56
22.06.2021;1138,29;02.11.2018;Портфель4;4499157;03.04.2019;8066;Отдел взаимодействия;18.06.2021;16.09.2021;56
01.11.2023;298;17.10.2018;Портфель5;4499139;03.04.2019;14499;Отдел Сопровождения Исполнительных Производств;06.06.2023;14.11.2023;56
28.12.2020;238,4;24.01.2019;Портфель1;4499185;03.04.2019;8702;Отдел Сопровождения Исполнительных Производств;04.06.2020;02.07.2021;56
28.12.2020;937,02;24.01.2019;Портфель2;4499185;03.04.2019;8702;Отдел Сопровождения Исполнительных Производств;04.06.2020;02.07.2021;56
06.07.2020;105,35;24.01.2019;Портфель3;4499185;03.04.2019;8702;Отдел Сопровождения Исполнительных Производств;04.06.2020;02.07.2021;56
26.02.2021;5980;24.01.2019;Портфель4;4499187;03.04.2019;8702;Отдел Сопровождения Исполнительных Производств;04.06.2020;11.05.2021;56
16.04.2021;1,19;02.11.2018;Портфель5;4499223;03.04.2019;8278;Отдел Сопровождения Исполнительных Производств;18.01.2021;07.06.2021;56
23.06.2021;0,09;02.11.2018;Портфель1;4499223;03.04.2019;8703;Отдел Сопровождения Исполнительных Производств;07.06.2021;25.01.2022;56
23.06.2021;1,05;02.11.2018;Портфель2;4499223;03.04.2019;8703;Отдел Сопровождения Исполнительных Производств;07.06.2021;25.01.2022;56
23.06.2021;1,01;02.11.2018;Портфель3;4499223;03.04.2019;8703;Отдел Сопровождения Исполнительных Производств;07.06.2021;25.01.2022;56
27.10.2023;1500;02.11.2018;Портфель4;4499223;03.04.2019;NULL;ОДВ-ДЗП;NULL;NULL;56
25.01.2024;5000;14.01.2019;Портфель5;4499227;03.04.2019;14499;Отдел Сопровождения Исполнительных Производств;30.09.2022;NULL;56
11.03.2020;500;24.01.2019;Портфель1;4499231;03.04.2019;8066;Отдел взаимодействия;17.02.2020;22.07.2020;56
26.01.2022;10;24.01.2019;Портфель2;4499231;03.04.2019;8413;Отдел Сопровождения Исполнительных Производств;12.01.2022;27.04.2022;56
16.02.2022;200;24.01.2019;Портфель3;4499231;03.04.2019;8413;Отдел Сопровождения Исполнительных Производств;12.01.2022;27.04.2022;56
26.01.2022;110;24.01.2019;Портфель4;4499231;03.04.2019;8413;Отдел Сопровождения Исполнительных Производств;12.01.2022;27.04.2022;56
16.02.2022;100;24.01.2019;Портфель5;4499231;03.04.2019;8413;Отдел Сопровождения Исполнительных Производств;12.01.2022;27.04.2022;56
02.03.2022;100;24.01.2019;Портфель1;4499231;03.04.2019;8413;Отдел Сопровождения Исполнительных Производств;12.01.2022;27.04.2022;56
10.12.2021;3040,04;17.10.2018;Портфель2;4499233;03.04.2019;9698;Отдел Сопровождения Исполнительных Производств;29.01.2021;27.04.2022;56
12.03.2021;2507,45;17.10.2018;Портфель3;4499233;03.04.2019;9698;Отдел Сопровождения Исполнительных Производств;29.01.2021;27.04.2022;56
14.03.2022;389,64;17.10.2018;Портфель4;4499233;03.04.2019;9698;Отдел Сопровождения Исполнительных Производств;29.01.2021;27.04.2022;56
15.10.2020;1686,05;09.08.2019;Портфель5;5935639;09.08.2019;4915;ОПЗХ;25.08.2020;07.11.2020;7
15.10.2020;1095,04;09.08.2019;Портфель1;5935639;09.08.2019;4915;ОПЗХ;25.08.2020;07.11.2020;7
15.10.2020;2,28;09.08.2019;Портфель2;5935639;09.08.2019;4915;ОПЗХ;25.08.2020;07.11.2020;7
27.05.2024;401,35;09.08.2019;Портфель3;5935675;09.08.2019;NULL;Досудебное взыскание задолженности;NULL;NULL;7
28.10.2020;1,02;09.08.2019;Портфель4;5935681;09.08.2019;8066;Отдел взаимодействия;26.08.2020;26.04.2021;7
13.10.2021;3313,77;09.08.2019;Портфель5;5935681;09.08.2019;8422;Отдел Сопровождения Исполнительных Производств;27.09.2021;29.12.2021;7
21.06.2021;4600;09.08.2019;Портфель1;5937621;09.08.2019;12342;Досудебное взыскание задолженности;28.04.2021;23.06.2021;36
27.06.2022;5050;09.08.2019;Портфель2;5938473;09.08.2019;12342;Досудебное взыскание задолженности;28.04.2021;04.08.2022;36
19.11.2019;600;09.08.2019;Портфель3;5941551;09.08.2019;9464;Коллекторские агентства;19.11.2019;19.02.2020;NULL
30.03.2023;6300;09.08.2019;Портфель4;5941865;09.08.2019;12342;Досудебное взыскание задолженности;30.06.2022;02.05.2023;20
04.08.2022;1;09.08.2019;Портфель5;5942651;09.08.2019;12342;Досудебное взыскание задолженности;30.06.2022;01.09.2022;36
04.08.2022;1;09.08.2019;Портфель1;5942651;09.08.2019;12342;Досудебное взыскание задолженности;30.06.2022;01.09.2022;36
04.08.2022;6838;09.08.2019;Портфель2;5942651;09.08.2019;12342;Досудебное взыскание задолженности;30.06.2022;01.09.2022;36
09.07.2021;1000;09.08.2019;Портфель3;5944517;09.08.2019;12342;Досудебное взыскание задолженности;28.04.2021;11.10.2021;36
09.08.2021;1000;09.08.2019;Портфель4;5944517;09.08.2019;12342;Досудебное взыскание задолженности;28.04.2021;11.10.2021;36
14.08.2020;73;09.08.2019;Портфель5;6020749;09.08.2019;8066;Отдел взаимодействия;07.08.2020;11.12.2020;7
26.01.2022;140;09.08.2019;Портфель1;6020763;09.08.2019;8703;Отдел Сопровождения Исполнительных Производств;15.06.2021;31.01.2023;7
28.10.2021;20;09.08.2019;Портфель2;6020763;09.08.2019;8703;Отдел Сопровождения Исполнительных Производств;15.06.2021;31.01.2023;7
28.10.2021;5,01;09.08.2019;Портфель3;6020763;09.08.2019;8703;Отдел Сопровождения Исполнительных Производств;15.06.2021;31.01.2023;7
03.02.2022;13,65;09.08.2019;Портфель4;6020795;09.08.2019;12489;Отдел Сопровождения Исполнительных Производств;12.10.2021;31.10.2022;7
03.02.2022;49,75;09.08.2019;Портфель5;6020795;09.08.2019;12489;Отдел Сопровождения Исполнительных Производств;12.10.2021;31.10.2022;7
27.01.2021;3,3;09.08.2019;Портфель1;6020959;09.08.2019;8066;Отдел взаимодействия;22.01.2021;23.06.2021;7
18.08.2022;2,84;09.08.2019;Портфель2;6020959;09.08.2019;13610;Отдел Сопровождения Исполнительных Производств;10.01.2022;03.10.2022;7
18.08.2022;1,75;09.08.2019;Портфель3;6020959;09.08.2019;13610;Отдел Сопровождения Исполнительных Производств;10.01.2022;03.10.2022;7
18.08.2022;20,84;09.08.2019;Портфель4;6020959;09.08.2019;13610;Отдел Сопровождения Исполнительных Производств;10.01.2022;03.10.2022;7
18.08.2022;50,6;09.08.2019;Портфель5;6020959;09.08.2019;13610;Отдел Сопровождения Исполнительных Производств;10.01.2022;03.10.2022;7
26.10.2022;2,84;09.08.2019;Портфель1;6020959;09.08.2019;14499;Отдел Сопровождения Исполнительных Производств;03.10.2022;18.01.2023;7
11.03.2022;10,01;09.08.2019;Портфель2;6021049;09.08.2019;8703;Отдел Сопровождения Исполнительных Производств;12.07.2021;01.03.2023;7
11.03.2022;43,51;09.08.2019;Портфель3;6021049;09.08.2019;8703;Отдел Сопровождения Исполнительных Производств;12.07.2021;01.03.2023;7
11.03.2022;100;09.08.2019;Портфель4;6021049;09.08.2019;8703;Отдел Сопровождения Исполнительных Производств;12.07.2021;01.03.2023;7
28.07.2020;15,45;09.08.2019;Портфель5;6021231;09.08.2019;8066;Отдел взаимодействия;09.04.2020;29.09.2020;7
09.07.2020;6,42;09.08.2019;Портфель1;6021231;09.08.2019;8066;Отдел взаимодействия;09.04.2020;29.09.2020;7
16.09.2021;2653,4;09.08.2019;Портфель2;6021231;09.08.2019;9698;Отдел Сопровождения Исполнительных Производств;26.04.2021;10.02.2022;7
15.07.2021;2653,4;09.08.2019;Портфель3;6021231;09.08.2019;9698;Отдел Сопровождения Исполнительных Производств;26.04.2021;10.02.2022;7
25.05.2023;55,68;04.10.2019;Портфель4;5962079;04.10.2019;14499;Отдел Сопровождения Исполнительных Производств;27.09.2022;NULL;7
07.06.2024;2827,32;06.07.2023;Портфель5;8574671;06.07.2023;NULL;NULL;NULL;NULL;152
12.04.2024;100;06.07.2023;Портфель1;8574675;06.07.2023;NULL;NULL;NULL;NULL;152
13.05.2024;78,11;06.07.2023;Портфель2;8574685;06.07.2023;NULL;NULL;NULL;NULL;152
02.04.2024;8,13;06.07.2023;Портфель3;8574685;06.07.2023;NULL;NULL;NULL;NULL;152
15.08.2024;4,5;06.07.2023;Портфель4;8574687;06.07.2023;8066;Отдел взаимодействия;14.08.2024;NULL;152
13.05.2024;180,19;06.07.2023;Портфель5;8574691;06.07.2023;14499;Отдел Сопровождения Исполнительных Производств;17.01.2024;NULL;152
15.08.2024;511,86;08.11.2017;Портфель1;2151601;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;02.11.2023;NULL;20
22.05.2024;548,36;08.11.2017;Портфель2;2151601;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;02.11.2023;NULL;20
22.05.2024;171,33;08.11.2017;Портфель3;2151601;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;02.11.2023;NULL;20
22.05.2024;2845,44;08.11.2017;Портфель4;2151601;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;02.11.2023;NULL;20
13.08.2021;3767,89;08.11.2017;Портфель5;2151603;21.12.2017;9698;Отдел Сопровождения Исполнительных Производств;19.10.2020;27.04.2022;20
10.12.2021;3767,89;08.11.2017;Портфель1;2151603;21.12.2017;9698;Отдел Сопровождения Исполнительных Производств;19.10.2020;27.04.2022;20
13.05.2021;3767,89;08.11.2017;Портфель2;2151603;21.12.2017;9698;Отдел Сопровождения Исполнительных Производств;19.10.2020;27.04.2022;20
14.09.2021;3767,89;08.11.2017;Портфель3;2151603;21.12.2017;9698;Отдел Сопровождения Исполнительных Производств;19.10.2020;27.04.2022;20
